Team,Week,Game,Referee,Leaderboard Points,Win_Loss,Possession_pct,Territory_pct,Attacking_Minutes,Ball_In_Play_Time,Gainline_Over_pct,Gainline_On_pct,Gainline_Lost_pct,Hitup_Efficiency_pct,Tries_Scored,Points_Scored,Ball_Carries,Ball_Carry_Meters,Line_Breaks,Line_Breaks_1st_Phase,Tackle_Breaks,Offloads,Opp_Gainline_Over_pct,Opp_Gainline_On_pct,Opp_Gainline_Lost_pct,Made_Tackle_pct,Tackles_Made,Tackles_Missed,Tackles_Attempted,Assist_Tackles,Dominant_Tackles,Line_Breaks_Conceded,Tackle_Breaks_Conceded,Offloads_Conceded,Carry_Meters_Conceded,Breakdown_Retention_pct,Breakdown_Steals,Ruck_Speed_0-3pct,Ruck_Speed_3-6pct,Ruck_Speed_6+pct,Kicks_In_Play,Carrying_22m_Exit_pct,Kicking_22m_Exit_pct,22m_Exit_Failed_pct,Kicking_Meters,Goal_Kicking_pct,Own_Scrum_Won_pct,Own_Scrum_Completion_pct,Total_Scrums,Own_Lineout_Won_pct,Lineout_Steals,Opp_Lineout_Clean_pct,Total_LO,Full_LO,Full_LO_Won,Full_LO_Lost,Full_LO_clean_pct,Full_LO_scrappy_pct,Full_LO_Lost_pct,6_Man_LO,6_Man_LO_Won,6_Man_LO_Lost,6_Man_LO_Clean_pct,6_Man_LO_Scrappy_pct,6_Man_LO_Lost_pct,5_Man_LO,5_Man_LO_Won,5_Man_LO_Lost,5_Man_LO_Clean_pct,5_Man_LO_Scrappy_pct,5_Man_LO_Lost_pct,4_Man_LO,4_Man_LO_Won,4_Man_LO_Lost,4_Man_LO_Clean_pct,4_Man_LO_Scrappy_pct,4_Man_LO_Lost_pct,3_Man_LO,3_Man_LO_Won,3_Man_LO_Lost,3_Man_LO_Clean_pct,3_Man_LO_Scrappy_pct,3_Man_LO_Lost_pct,2_Man_LO,2_an_LO_Won,2_Man_LO_Lost,2_Man_LO_Clean_pct,2_Man_LO_Scrappy_pct,2_Man_LO_Lost_pct,Quick_LO,Quick_LO_Won,Quick_LO_Lost,Quick_LO_Clean_pct,Quick_LO_Scrappy_pct,Quick_LO_Lost_pct,Own_Start_Half_Retention_pct,Own_Start_22_Retention_pct,Restarts,Long_Restarts,Short_Restart,Penalties,Tackle_Penalty,Ruck_Penalty,Scrum_Penalty,Lineout_Penalty,Offside_Penalty,Maul_Penalty,Foul_Play_Penalty,Other_Penalty,Free_Kicks,Scrum_Free_Kick,Lineout_Free_Kick
Glendale Raptors,17,59,Elgan Williams,,0,0.499,0.4955,16.3,0:31:23,0.647,0.153,0.2,0.925,5,36,132,1073,13,2,20,15,0.649,0.123,0.228,0.873,131,19,150,32,8,8,8,9,802,0.98,0,0.71,0.26,0.02,7,0.81,0.19,0,225,6-May,1,0.67,10,0.75,0,0.91,12,0,0,0,0,0,0,5,3,2,0.17,0.08,0.17,6,5,1,0.42,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.08,0,0,0,N/A,9,7,2,8,3,2,1,0,0,0,2,0,1,0,1
Seattle Seawolves,17,59,Elgan Williams,,1,0.501,0.5045,16.3,0:31:23,0.649,0.123,0.228,0.912,8,53,98,802,8,1,8,9,0.647,0.153,0.2,0.838,186,36,222,42,11,13,20,15,1073,0.99,2,0.5,0.41,0.09,16,0.6,0.4,0,387,9-Jun,1,0.86,10,1,2,0.67,11,0,0,0,0,0,0,7,7,0,0.55,0.09,0,3,3,0,0.27,0,0,1,1,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,7,6,1,8,4,1,1,0,0,0,2,0,0,0,0
NOLA Gold,17,60,Anthony Woodthorpe,,0,0.3877,0.3812,13.3,0:31:57,0.446,0.161,0.393,0.765,2,20,78,436,2,0,4,4,0.54,0.172,0.287,0.882,195,26,221,48,19,6,7,10,867,0.95,1,0.76,0.2,0.04,13,0.72,0.28,0,377,4-Apr,0.63,0.5,14,0.93,0,0.88,14,1,1,0,0.07,0,0,2,2,0,0.14,0,0,5,4,1,0.29,0,0.07,6,6,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,6,1,4,8,4,0,2,0,0,0,2,0,2,2,0
Houston SaberCats,17,60,Anthony Woodthorpe,,1,0.6123,0.6188,21,0:31:57,0.54,0.172,0.287,0.841,3,27,127,867,6,2,7,10,0.446,0.161,0.393,0.919,124,11,135,20,23,2,4,4,436,0.98,2,0.56,0.37,0.07,5,0.71,0.29,0,137,6-May,1,0.83,14,1,1,0.93,8,1,1,0,0.13,0,0,1,1,0,0.13,0,0,6,6,0,0.63,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,10,4,0,1,0,3,1,1,0,0,0,0
Rugby United New York,17,61,Luke Rogan,,1,0.5608,0.5457,20.3,0:35:06,0.582,0.153,0.265,0.911,5,27,140,801,4,1,2,18,0.667,0.083,0.25,0.925,186,15,201,45,22,2,5,10,642,0.96,3,0.59,0.28,0.13,15,0.71,0.29,0,400,6-Jan,0.89,0.56,21,0.82,2,0.67,11,2,1,1,0.09,0,0.09,4,4,0,0.36,0,0,5,4,1,0.27,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,2,1,1,7,4,0,1,0,1,0,1,0,1,1,0
Austin Elite Rugby,17,61,Luke Rogan,,0,0.4392,0.4543,15.9,0:35:06,0.667,0.083,0.25,0.863,1,7,113,642,2,0,5,10,0.582,0.153,0.265,0.91,212,21,233,48,15,4,2,18,801,0.96,4,0.77,0.23,0,9,0.69,0.23,0.08,248,1-Jan,0.75,0.67,21,0.67,0,0.73,9,0,0,0,0,0,0,2,1,1,0.11,0,0.11,7,5,2,0.56,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,2,3,12,5,0,5,0,2,0,0,0,1,1,0
Utah Warriors,17,62,Scott Green,,0,0.5426,0.5841,16.4,0:28:40,0.484,0.141,0.375,0.872,3,21,81,558,5,1,11,7,0.591,0.227,0.182,0.776,111,32,143,19,0,3,6,5,515,0.94,1,0.54,0.41,0.05,9,0.42,0.42,0.17,333,3-Mar,0.67,1,10,0.84,0,0.8,19,2,2,0,0.11,0,0,14,12,2,0.58,0.05,0.11,2,1,1,0,0.05,0.05,0,0,0,0,0,0,1,1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,0,1,0,0,1,1,0,0,0,0
San Diego Legion,17,62,Scott Green,,1,0.4574,0.4159,13.8,0:28:40,0.591,0.227,0.182,0.963,5,31,77,515,3,0,6,5,0.484,0.141,0.375,0.824,126,27,153,16,16,5,11,7,558,0.95,3,0.59,0.27,0.14,18,0.53,0.41,0.06,524,5-Mar,0.86,0.83,10,0.9,0,0.74,10,2,2,0,0.1,0.1,0,2,2,0,0.2,0,0,5,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1,0.25,N/A,4,3,1,13,3,2,0,0,2,4,2,0,2,0,2
Houston SaberCats,18,63,Luke Rogan,,1,0.5404,0.5885,15.4,0:28:51,0.483,0.233,0.283,0.901,6,36,107,847,11,6,10,16,0.635,0.127,0.238,0.867,130,20,150,27,10,2,6,8,643,0.95,3,0.54,0.4,0.06,9,0.73,0.09,0.18,234,6-Mar,0.75,0.43,18,0.86,0,0.88,7,4,4,0,0.57,0,0,0,0,0,0,0,0,3,2,1,0.29,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,5,2,2,10,6,1,0,0,1,0,2,0,2,2,0
Austin Elite Rugby,18,63,Luke Rogan,,0,0.4596,0.4115,13.1,0:28:51,0.635,0.127,0.238,0.892,2,15,93,643,2,0,6,8,0.483,0.233,0.283,0.831,147,30,177,32,16,11,10,16,847,0.92,5,0.7,0.23,0.07,9,0.38,0.38,0.23,246,43865,0.82,0.73,18,1,0,0.86,8,0,0,0,0,0,0,3,3,0,0.25,0.13,0,4,4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.13,0,0,0,N/A,6,1,5,9,0,0,4,0,4,0,0,0,1,1,0
Rugby United New York,18,64,Elgan Williams,,2,0.6207,0.7094,22.1,0:34:59,0.553,0.228,0.219,0.905,3,22,145,752,3,1,4,14,0.443,0.23,0.328,0.891,122,15,137,32,9,3,2,10,576,0.98,1,0.59,0.3,0.12,16,0.27,0.64,0.09,391,3-Mar,1,0.67,14,0.85,0,0.78,13,4,3,1,0.23,0,0.08,3,3,0,0.23,0,0,5,5,0,0.38,0,0,1,0,1,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,N/A,5,3,2,6,3,0,0,0,3,0,0,0,2,2,0
NOLA Gold,18,64,Elgan Williams,,2,0.3793,0.2906,13.5,0:34:59,0.443,0.23,0.328,0.874,3,22,85,576,3,1,2,10,0.553,0.228,0.219,0.898,230,26,256,29,15,3,4,14,752,0.99,3,0.59,0.3,0.11,11,0.56,0.39,0.06,399,4-Mar,1,0.6,14,0.89,1,0.85,9,2,1,1,0.11,0,0.11,2,2,0,0.22,0,0,3,3,0,0.33,0,0,2,2,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,13,3,0,4,0,3,1,2,0,0,0,0
Seattle Seawolves,18,65,Derek Summers,,0,0.5393,0.4162,19.8,0:31:46,0.714,0.13,0.156,0.961,3,25,104,706,1,1,2,5,0.625,0.196,0.179,0.854,129,22,151,23,15,5,5,13,724,0.92,2,0.54,0.38,0.08,17,0.43,0.54,0.04,640,4-Apr,1,0.88,13,0.87,2,0.72,15,1,1,0,0.07,0,0,8,7,1,0.47,0,0.07,2,2,0,0.13,0,0,4,3,1,0.13,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,N/A,6,4,2,9,4,1,0,0,1,1,2,0,2,1,1
Utah Warriors,18,65,Derek Summers,,1,0.4607,0.5838,16.9,0:31:46,0.625,0.196,0.179,0.872,4,27,92,724,5,2,5,13,0.714,0.13,0.156,0.898,167,19,186,48,6,1,2,5,706,0.95,5,0.57,0.36,0.07,19,0.23,0.69,0.08,685,5-Mar,1,0.8,13,0.83,0,0.8,18,1,1,0,0.06,0,0,10,8,2,0.44,0,0.11,5,4,1,0.11,0.11,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.11,0,0,0,N/A,6,6,0,14,7,2,1,0,1,1,2,0,0,0,0
Toronto Arrows,18,66,Anthony Woodthorpe,,1,0.4813,0.4746,15.2,0:30:58,0.707,0.138,0.155,0.908,6,40,88,585,5,3,5,6,0.608,0.155,0.237,0.922,177,15,192,35,8,3,5,8,810,0.97,0,0.61,0.36,0.03,17,0.27,0.73,0,642,6-May,1,0.5,16,1,2,0.69,10,4,4,0,0.4,0,0,3,3,0,0.2,0.1,0,3,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,3,2,1,11,5,0,0,1,2,1,2,0,1,0,1
Glendale Raptors,18,66,Anthony Woodthorpe,,0,0.5187,0.5254,16.4,0:30:58,0.608,0.155,0.237,0.932,2,12,118,810,3,1,5,8,0.707,0.138,0.155,0.884,122,16,138,26,5,5,5,6,585,0.99,1,0.78,0.19,0.03,8,0.73,0.27,0,236,2-Jan,1,1,16,0.69,0,0.9,13,0,0,0,0,0,0,7,3,4,0.23,0,0.31,5,5,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.08,0,0,0,1,8,5,3,12,2,0,6,0,2,2,0,0,1,1,0
Houston SaberCats,19,67,Derek Summers,,1,0.4411,0.4977,14.4,0:31:01,0.588,0.255,0.157,0.862,4,32,84,604,3,3,6,12,0.513,0.256,0.231,0.9,153,17,170,30,18,4,4,9,637,0.95,1,0.56,0.35,0.1,18,0.25,0.67,0.08,393,7-May,1,0.6,17,0.86,0,1,7,2,2,0,0.29,0,0,1,1,0,0.14,0,0,2,2,0,0.14,0.14,0,2,1,1,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,4,3,1,13,5,2,0,0,2,2,2,0,1,0,1
Glendale Raptors,19,67,Derek Summers,,0,0.5589,0.5023,18.3,0:31:01,0.513,0.256,0.231,0.853,3,17,100,637,4,2,4,9,0.588,0.255,0.157,0.852,132,23,155,27,14,3,6,12,604,0.98,2,0.53,0.37,0.1,7,0.6,0.1,0.3,174,3-Jan,0.63,0.71,17,1,0,0.71,14,0,0,0,0,0,0,10,10,0,0.71,0,0,4,4,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,12,3,2,6,0,1,0,0,0,1,1,0
San Diego Legion,19,68,Scott Green,,1,0.3956,0.4747,13.8,0:25:25,0.659,0.136,0.205,0.919,3,22,72,501,1,1,1,6,0.431,0.165,0.404,0.872,197,29,226,32,14,6,5,9,998,0.98,6,0.53,0.32,0.15,19,0.45,0.55,0,599,4-Mar,0.88,0.71,14,0.83,0,0.85,6,1,1,0,0.17,0,0,0,0,0,0,0,0,5,4,1,0.67,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,3,2,1,11,3,3,3,0,1,0,0,0,0,0,0
NOLA Gold,19,68,Scott Green,,0,0.6044,0.5253,21.1,0:25:25,0.431,0.165,0.404,0.901,1,10,149,998,6,2,5,9,0.659,0.136,0.205,0.86,92,15,107,6,5,1,1,6,501,0.94,0,0.7,0.25,0.05,10,0.69,0.31,0,358,2-Feb,1,0.57,14,0.92,0,0.83,13,3,3,0,0.23,0,0,2,2,0,0.15,0,0,4,3,1,0.23,0,0.08,4,4,0,0.23,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,1,4,6,1,0,2,0,3,0,0,0,0,0,0
Seattle Seawolves,19,69,Anthony Woodthorpe,,1,0.421,0.4584,14.5,0:33:10,0.574,0.148,0.278,0.891,5,38,94,743,6,3,1,13,0.629,0.134,0.237,0.922,202,17,219,34,11,5,1,12,1005,0.97,2,0.61,0.36,0.03,10,0.61,0.22,0.17,319,6-Jun,0.86,0.67,14,0.77,0,0.83,13,0,0,0,0,0,0,6,6,0,0.46,0,0,2,1,1,0.08,0,0.08,5,3,2,0.23,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,6,1,0,1,0,3,1,0,0,1,0,1
Austin Elite Rugby,19,69,Anthony Woodthorpe,,0,0.579,0.5416,20,0:33:10,0.629,0.134,0.237,0.921,4,26,142,1005,5,3,1,12,0.574,0.148,0.278,0.863,126,20,146,28,5,6,1,13,743,0.98,2,0.65,0.29,0.06,11,0.57,0.21,0.21,238,4-Mar,0.67,0.75,14,0.83,2,0.77,6,0,0,0,0,0,0,4,3,1,0.5,0,0.17,2,2,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,8,6,2,8,3,0,3,1,1,0,0,0,1,1,0
Toronto Arrows,19,70,Elgan Williams,,1,0.5579,0.5125,18.2,0:31:45,0.644,0.198,0.158,0.874,3,22,131,780,5,2,1,7,0.617,0.117,0.267,0.893,125,15,140,21,7,4,1,5,736,0.98,0,0.62,0.28,0.1,13,0.5,0.5,0,325,3-Feb,1,1,19,0.82,1,0.67,11,3,2,1,0.18,0,0.09,3,3,0,0.27,0,0,4,3,1,0.18,0.09,0.09,1,1,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,4,1,7,3,1,2,0,0,0,1,0,0,0,0
Rugby United New York,19,70,Elgan Williams,,0,0.4421,0.4875,14.4,0:31:45,0.617,0.117,0.267,0.911,2,20,91,736,4,0,1,5,0.644,0.198,0.158,0.905,182,19,201,25,17,5,1,7,780,0.96,1,0.66,0.25,0.09,13,0.4,0.6,0,423,4-Apr,0.9,0.7,19,0.67,1,0.73,6,3,2,1,0.33,0,0.17,1,1,0,0.17,0,0,2,1,1,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,3,2,13,2,2,1,2,4,0,1,0,0,0,0
Utah Warriors,19,71,Lex Weiner,,0,0.4347,0.5802,11.6,0:26:08,0.571,0.19,0.238,0.88,3,27,72,568,3,2,2,12,0.457,0.217,0.326,0.882,105,14,119,26,6,4,1,12,600,0.94,1,0.62,0.38,0,7,0.27,0.45,0.27,281,5-May,0.4,0.67,14,0.75,1,0.85,12,0,0,0,0,0,0,6,5,1,0.33,0.08,0.08,5,4,1,0.33,0,0.08,1,0,1,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,6,5,1,12,3,1,5,0,1,0,1,0,1,1,0
Houston SaberCats,19,71,Lex Weiner,,1,0.5653,0.4198,15.1,0:26:08,0.457,0.217,0.326,0.921,4,31,79,600,4,1,1,12,0.571,0.19,0.238,0.805,95,23,118,17,9,3,2,12,568,0.96,0,0.55,0.32,0.14,14,0.33,0.67,0,395,6-May,0.92,0.64,14,0.85,0,0.67,13,6,4,2,0.31,0,0.15,1,1,0,0.08,0,0,6,6,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,N/A,6,3,3,7,1,1,0,0,2,1,2,0,0,0,0
San Diego Legion,20,72,Anthony Woodthorpe,,1,0.6064,0.6649,19,0:31:18,0.641,0.126,0.233,0.87,3,24,142,829,6,1,5,10,0.442,0.192,0.365,0.878,108,15,123,27,10,1,5,3,438,0.97,1,0.7,0.27,0.04,11,0.27,0.64,0.09,433,4-Apr,1,0.67,14,0.92,1,0.92,12,2,2,0,0.17,0,0,1,1,0,0.08,0,0,8,8,0,0.67,0,0,1,0,1,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,12,1,1,4,1,0,1,2,0,1,1,0
Rugby United New York,20,72,Anthony Woodthorpe,,0,0.3936,0.3351,12.3,0:31:18,0.442,0.192,0.365,0.859,3,22,72,438,1,0,5,3,0.641,0.126,0.233,0.873,214,31,245,44,21,6,5,10,829,0.98,1,0.7,0.28,0.02,20,0.38,0.56,0.06,572,5-Mar,0.91,0.45,14,0.92,1,0.92,13,3,3,0,0.23,0,0,2,2,0,0.15,0,0,8,7,1,0.54,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,N/A,5,3,2,7,5,0,0,0,1,0,1,0,3,2,0
Seattle Seawolves,20,73,Scott Green,,1,0.4435,0.4185,14.1,0:31:10,0.468,0.17,0.362,0.868,3,28,74,561,2,1,3,9,0.637,0.137,0.225,0.925,186,15,201,21,4,1,1,5,844,0.98,1,0.6,0.26,0.13,24,0.48,0.48,0.05,832,7-May,0.9,0.6,16,1,0,0.75,9,1,1,0,0.11,0,0,3,3,0,0.33,0,0,3,3,0,0.33,0,0,2,2,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,2,0,1,0,2,0,0,0,0,0,0
Toronto Arrows,20,73,Scott Green,,0,0.5565,0.5815,17.7,0:31:10,0.637,0.137,0.225,0.908,2,17,129,844,1,0,1,5,0.468,0.17,0.362,0.955,105,5,110,9,12,2,3,9,561,0.98,1,0.73,0.25,0.02,13,0.62,0.23,0.15,453,3-Mar,1,1,16,0.83,0,1,12,5,3,2,0.25,0,0.17,1,1,0,0.08,0,0,6,6,0,0.42,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,4,11,3,2,3,0,1,2,0,0,1,0,1
San Diego Legion,21,74,Scott Green,,0,0.5073,0.6185,17.2,0:32:35,0.657,0.214,0.129,0.899,2,23,96,504,3,1,3,4,0.5,0.104,0.396,0.871,121,18,139,17,14,3,5,5,493,0.98,1,0.53,0.32,0.14,23,0.37,0.58,0.05,778,4-Apr,1,0.88,18,0.75,1,0.92,12,0,0,0,0,0,0,2,2,0,0.17,0,0,10,7,3,0.5,0.08,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,4,3,1,7,2,1,0,0,1,0,3,0,0,0,0
Seattle Seawolves,21,74,Scott Green,,1,0.4927,0.3815,16.7,0:32:35,0.5,0.104,0.396,0.86,4,26,81,493,3,2,5,5,0.657,0.214,0.129,0.891,156,19,175,20,7,3,3,4,504,0.94,0,0.33,0.48,0.18,27,0.21,0.71,0.07,936,4-Mar,1,1,18,0.92,2,0.67,12,3,3,0,0.25,0,0,3,2,1,0.17,0,0.08,5,5,0,0.42,0,0,1,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,5,2,0,1,0,0,1,1,0,0,0,0
